filepath,x1,y1,x2,y2,class
./data/train_images/Arson007_x264-2345.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2346.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2347.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2348.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2349.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2350.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2351.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2352.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2353.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2354.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2355.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2356.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2357.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2358.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2359.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2360.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2361.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2362.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2363.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2364.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2365.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2366.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2367.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2368.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2369.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2370.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2371.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2372.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2373.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2374.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2375.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2376.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2377.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2378.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2379.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2380.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2381.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2382.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2383.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2384.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2385.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2386.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2387.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2388.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2389.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2390.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2391.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2392.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2393.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2394.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2395.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2396.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2397.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2398.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2399.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2400.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2401.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2402.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2403.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2404.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2405.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2406.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2407.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2408.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2409.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2410.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2411.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2412.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2413.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2414.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2415.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2416.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2417.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2418.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2419.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2420.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2421.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2422.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2423.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2424.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2425.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2426.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2427.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2428.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2429.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2430.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2431.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2432.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2433.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2434.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2435.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2436.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2437.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2438.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2439.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2440.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2441.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2442.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2443.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2444.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2445.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2446.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2447.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2448.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2449.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2450.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2451.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2452.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2453.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2454.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2455.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2456.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2457.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2458.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2459.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2460.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2461.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2462.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2463.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2464.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2465.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2466.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2467.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2468.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2469.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2470.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2471.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2472.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2473.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2474.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2475.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2476.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2477.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2478.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2479.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2480.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2481.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2482.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2483.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2484.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2485.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2486.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2487.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2488.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2489.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2490.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2491.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2492.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2493.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2494.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2495.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2496.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2497.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2498.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2499.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2500.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2501.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2502.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2503.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2504.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2505.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2506.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2507.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2508.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2509.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2510.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2511.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2512.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2513.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2514.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2515.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2516.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2517.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2518.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2519.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2520.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2521.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2522.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2523.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2524.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2525.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2526.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2527.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2528.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2529.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2530.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2531.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2532.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2533.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2534.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2535.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2536.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2537.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2538.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2539.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2540.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2541.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2542.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2543.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2544.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2545.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2546.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2547.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2548.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2549.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2550.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2551.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2552.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2553.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2554.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2555.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2556.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2557.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2558.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2559.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2560.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2561.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2562.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2563.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2564.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2565.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2566.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2567.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2568.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2569.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2570.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2571.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2572.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2573.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2574.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2575.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2576.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2577.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2578.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2579.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2580.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2581.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2582.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2583.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2584.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2585.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2586.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2587.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2588.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2589.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2590.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2591.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2592.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2593.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2594.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2595.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2596.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2597.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2598.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2599.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2600.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2601.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2602.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2603.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2604.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2605.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2606.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2607.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2608.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2609.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2610.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2611.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2612.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2613.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2614.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2615.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2616.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2617.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2618.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2619.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2620.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2621.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2622.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2623.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2624.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2625.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2626.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2627.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2628.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2629.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2630.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2631.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2632.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2633.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2634.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2635.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2636.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2637.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2638.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2639.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2640.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2641.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2642.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2643.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2644.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2645.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2646.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2647.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2648.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2649.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2650.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2651.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2652.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2653.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2654.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2655.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2656.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2657.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2658.jpg,1,1,320,240,Arson
./data/train_images/Arson007_x264-2659.jpg,1,1,320,240,Arson
